week_start,category,sama_sector,future_ratio,next_week_sales,baseline4,target,net_sales_ratio_mean_4,net_sales_ratio_mean_8,net_sales_ratio_mean_13,net_sales_change_1,net_sales_change_4,net_sales_change_13,gross_sales_ratio_mean_4,gross_sales_ratio_mean_8,gross_sales_ratio_mean_13,gross_sales_change_1,gross_sales_change_4,gross_sales_change_13,invoice_count_ratio_mean_4,invoice_count_ratio_mean_8,invoice_count_ratio_mean_13,invoice_count_change_1,invoice_count_change_4,invoice_count_change_13,observed_customer_count_ratio_mean_4,observed_customer_count_ratio_mean_8,observed_customer_count_ratio_mean_13,observed_customer_count_change_1,observed_customer_count_change_4,observed_customer_count_change_13,unique_products_ratio_mean_4,unique_products_ratio_mean_8,unique_products_ratio_mean_13,unique_products_change_1,unique_products_change_4,unique_products_change_13,units_ratio_mean_4,units_ratio_mean_8,units_ratio_mean_13,units_change_1,units_change_4,units_change_13,avg_invoice_value_ratio_mean_4,avg_invoice_value_ratio_mean_8,avg_invoice_value_ratio_mean_13,avg_invoice_value_change_1,avg_invoice_value_change_4,avg_invoice_value_change_13,avg_unit_value_ratio_mean_4,avg_unit_value_ratio_mean_8,avg_unit_value_ratio_mean_13,avg_unit_value_change_1,avg_unit_value_change_4,avg_unit_value_change_13,return_rate_value_ratio_mean_4,return_rate_value_ratio_mean_8,return_rate_value_ratio_mean_13,return_rate_value_change_1,return_rate_value_change_4,return_rate_value_change_13,electronic_share_ratio_mean_4,electronic_share_ratio_mean_8,electronic_share_ratio_mean_13,electronic_share_change_1,electronic_share_change_4,electronic_share_change_13,merchant_sales,merchant_invoices,merchant_customers,merchant_units,merchant_returns,merchant_gross,merchant_sales_ratio_mean_4,merchant_sales_ratio_mean_13,merchant_sales_change_1,merchant_sales_change_4,merchant_sales_change_13,merchant_invoices_ratio_mean_4,merchant_invoices_ratio_mean_13,merchant_invoices_change_1,merchant_invoices_change_4,merchant_invoices_change_13,merchant_customers_ratio_mean_4,merchant_customers_ratio_mean_13,merchant_customers_change_1,merchant_customers_change_4,merchant_customers_change_13,merchant_units_ratio_mean_4,merchant_units_ratio_mean_13,merchant_units_change_1,merchant_units_change_4,merchant_units_change_13,merchant_return_rate,category_share_ratio_4,category_share_change_1,sama_predicted_value_h1_index_52median,sama_predicted_value_h2_index_52median,sama_predicted_count_h1_index_52median,sama_predicted_count_h2_index_52median,sama_predicted_value_h1_change_vs_last,sama_predicted_value_h2_change_vs_last,sama_predicted_count_h1_change_vs_last,sama_predicted_count_h2_change_vs_last,sama_sama_expected_value_change_h2_vs_h1,sama_sama_expected_count_change_h2_vs_h1,current_ramadan,next_ramadan,current_eid_fitr,next_eid_fitr,current_hajj,next_hajj,current_eid_adha,next_eid_adha,current_salary_period,current_national_day,current_founding_day,current_week_sin,current_week_cos,next_salary_period,next_national_day,next_founding_day,next_week_sin,next_week_cos,category_Clothing and footwear,category_Education,category_Food and non-alcoholic beverages,category_Furniture and household equipment,category_Information and communication,category_Other retail goods,category_Personal care and miscellaneous goods,category_Recreation and culture
2023-04-02,Clothing and footwear,Clothing and Footwear,1.1001313932539418,141338.86679080216,128474.53282171459,0,1.20725744698067,1.1590713441180795,1.2714851163793368,0.17457558547554514,0.06079747829024737,0.6149981229107694,1.2006432664946936,1.149197200045205,1.2596084647276369,0.17494033076771537,0.04155537715555569,0.6108672123627372,1.1725571725571726,1.2533333333333334,1.2769070010449322,0.20512820512820512,0.3116279069767442,-0.16071428571428573,1.1251612903225807,1.2044198895027625,1.2440737489025462,0.09,0.2247191011235955,-0.20437956204379562,1.0015748031496063,1.0460526315789473,1.0335,0.06,0.1276595744680851,-0.05917159763313609,1.2948743557988094,1.237583405721704,1.213051889725696,0.30231436837029896,0.24930619796484738,0.17256349034078577,1.029206696970489,0.9198472655859411,0.9592691525008498,-0.025352173754334874,-0.19123596513332194,0.9242530826170869,0.914886565137545,0.8841932229210352,0.976911659653339,-0.09780590669668955,-0.166292956160566,0.3737995644863255,0.19885186319925585,0.16422249016475265,0.14460139198542424,0.23788186852257767,-0.9182016331337458,-0.6128348425576938,1.0016494861217318,1.0140731518389887,1.0157447864232714,-0.014017521902377887,-0.01906310701540407,0.007032849639455188,1110329.9337889487,1938,1488,124727.0,10888.568245235549,1121218.502034184,1.04135887608536,1.088306890864073,-0.00971410800032054,-0.047583528018810606,0.1259183307818304,1.1139531541888201,1.2105516048433596,0.0509761388286334,0.275,-0.2792859799181852,1.0796299655360058,1.188060434836015,-0.006012024048096192,0.22267871815940837,-0.3107920333487726,0.9265856544033936,1.006536008571489,-0.16167950424110444,0.10668748835434727,-0.25076739170916607,0.009711370464794181,1.1643491422253724,0.18609746434308022,1.4371733220315632,1.2071351704734847,1.4309805974252674,1.0771856831910422,-0.2845949876063136,-0.3991047994317892,-0.1751478559387599,-0.379083880011444,-0.16006291519028515,-0.24723949078750662,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999853193408178,0.00541858863936743,0.0,0.0,0.0,0.9933953517278383,-0.11474177602566749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,Clothing and footwear,Clothing and Footwear,1.1747803943952457,155615.98460930234,132463.89312566834,0,1.0669991909169856,1.0210125578083964,1.1280306860166571,-0.08873505315262169,0.12727117388110598,0.4381246639613159,1.0632023718508614,1.0130551606972236,1.1196176063533112,-0.0884388828181596,0.12038229025031214,0.4067416413262201,0.9370932754880694,0.9562811289429994,1.017391304347826,-0.23404255319148937,-0.15625,-0.3394495412844037,1.0040053404539386,1.0224337185588035,1.1164915486523526,-0.13761467889908258,-0.12149532710280374,-0.3212996389891697,0.9706840390879479,0.9826875515251443,0.980759493670886,-0.06289308176100629,-0.12352941176470589,-0.14367816091954022,1.0073750124242122,0.9310905533150212,1.0043357359774616,-0.21825249907441688,0.019555770159343313,-0.43338253052462095,1.1369217314275715,1.060062307470675,1.0895334644772505,0.18970701393963268,0.3360250949701996,1.1771609496081032,1.041804010405447,1.0435394978889372,1.0824856625950467,0.1660556843514805,0.09889259915150195,1.4827007939389816,0.29410849720714305,0.20086580444997168,0.20436265948240312,0.20106162002674302,-0.7589000428959267,-0.9183004672864336,1.022984277789708,1.0404264565431978,1.0538789114234666,0.04056655665566549,0.078049801213643,0.0371749408983452,1150797.585010975,1606,1314,117104.0,21296.99469939047,1172094.5797103655,1.0565707517312126,1.1104919355580996,0.03644651016831749,0.08668562243169635,0.2216180539095226,0.9532571598159965,1.0506768657843089,-0.17131062951496387,-0.12048192771084337,-0.36945425991362385,0.9829811109033103,1.0981677917068469,-0.11693548387096774,-0.11216216216216217,-0.35619794218520334,0.8574980000329514,0.9807831565926632,-0.061117480577581436,0.07157628886733405,-0.33405366058937935,0.01817003087298052,1.014372782152388,-0.1207795695125742,1.313853050249965,1.2051141882255232,1.1751695785783876,0.8616752297969796,-0.4330586425446102,-0.4799806008508017,-0.4374324036559452,-0.5875058615433999,-0.08276333643534484,-0.26676520095137646,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933953517278383,-0.11474177602566749,0.0,0.0,0.0,0.9724190913312905,-0.23324045707043928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,Clothing and footwear,Clothing and Footwear,0.8224292675006505,120096.45665134725,146026.4868932966,0,1.0656695776226741,1.0940418244276833,1.1845546834242593,0.10101338819726041,0.5351950757002366,1.0300644999371005,1.0680221679102406,1.088582431979839,1.1795452524999472,0.1039833317820144,0.5091656994631437,1.0150341466776611,1.0091930541368743,1.060654857756307,1.1546206400575332,0.14351851851851852,0.3,0.09292035398230089,0.9277566539923955,0.9773030707610146,1.0706570657065706,-0.026595744680851064,0.27972027972027974,0.22,0.9818780889621087,0.9754500818330606,0.9902862985685073,0.0,-0.04487179487179487,-0.1130952380952381,0.9875877153011938,0.9592295572432595,1.0468750928881834,0.06922409029915542,0.5074560427331405,0.4535894409271381,1.0506136569202578,1.0258866153352282,1.0113603453405866,-0.0371704783376183,0.18091928900018217,0.8574679230193714,1.0753442601705512,1.1005388853495968,1.0915284002125085,0.03250884617941391,0.0011341337203462296,0.38624709972605387,1.9511137691006233,0.47866839433911423,0.5185397092575371,1.3856472388034502,-0.7849843967213679,-0.6145287461071874,1.0241162811982008,1.0398892206582044,1.053470031180176,0.010284909598410772,0.036789297658862824,0.14990699201225513,1059422.5735964335,1794,1344,108379.0,20569.44506086661,1079992.0186573002,0.9540540546447701,1.0072005821445702,-0.07940146260705784,0.08728099906850903,0.23586858792900933,0.9991645781119465,1.1689639617061802,0.11706102117061021,0.32790525536639525,0.046674445740956826,0.9526847421584264,1.1099676005336383,0.0228310502283105,0.2824427480916031,0.16062176165803108,0.8687834674704203,0.8987544365940227,-0.07450642164230085,-0.3036827159066086,0.16643168487327126,0.01904592321565447,1.1145401512159745,0.19597560008648066,1.221610976265974,1.2685555713126138,1.4816412515066728,1.3443583564003607,-0.5358149388707847,-0.517977034542176,-0.4003145824103118,-0.4558790115162325,0.038428432585087435,-0.09265596173615565,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724190913312905,-0.23324045707043928,0.0,0.0,0.0,0.9373603151147408,-0.34836136359819486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-23,Clothing and footwear,Clothing and Footwear,0.9474997217656597,135528.73631660384,143038.2861369573,0,0.8396105678752084,0.8919472834731276,0.9085311197747663,-0.22825115329336043,-0.09051775871081147,0.09696829410644672,0.8412154803384387,0.8897775781513666,0.9049710189433343,-0.22783386755907173,-0.08699139809140435,0.10133513908379921,1.1263259402121504,1.2091097308488612,1.291156462585034,0.18218623481781376,0.24786324786324787,1.1954887218045114,1.1407766990291262,1.2059012187299551,1.3005534269902086,0.28415300546448086,0.175,1.1759259259259258,0.9983579638752053,0.9918433931484503,1.005086469989827,0.020134228187919462,0.013333333333333334,0.07042253521126761,1.1106797439041003,1.2358937436052901,1.2425036338913116,0.20382400708696294,0.31043072966891677,0.17282796317606444,0.7325918074681891,0.7290242250170573,0.6956090435293659,-0.34718505090226043,-0.27116834088469144,-0.500353482478913,0.7457307052393088,0.7089899946203349,0.7025929401886593,-0.35857224320569,-0.3032759525264878,-0.06095763942962263,1.5480641104240287,0.646113044412832,0.5597506554244085,0.11636266081413943,2.959642882707368,3.2993142390788175,0.9412344432941147,0.9447861496343811,0.9544527533636796,-0.0949882162321403,-0.061925866236905755,-0.014778141751042306,915884.14320058,1965,1555,115842.0,8590.19784377539,924474.3410443554,0.8647688997551752,0.8692108015148424,-0.1354874192538507,-0.18313726567498945,0.02693063263722022,1.0762700260167055,1.2235953441586436,0.09531772575250837,0.06561822125813449,0.8912415784408084,1.0910366602350465,1.226563922092106,0.15699404761904762,0.038744154976619906,0.9079754601226994,0.9942409859843966,0.9574278978808678,0.0688602035449672,-0.22139774972778964,0.047604405939698675,0.009291980818062791,0.9703678366277978,-0.1073017745553762,2.58915123317088,1.6465038119205844,2.725851586641819,2.035039831337342,0.134259343679139,-0.2786970845317994,0.160864468658604,-0.1333330676983251,-0.3640758443051064,-0.2534297020020595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9373603151147408,-0.34836136359819486,1.0,0.0,0.0,0.8887267422037195,-0.45843732144314286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-30,Clothing and footwear,Clothing and Footwear,0.8952489032397217,123674.16966816463,138145.01109201388,0,0.9810613879232495,1.0166451740721425,1.0207071796995915,0.12849904231611206,-0.12619515424132813,0.060177072360238,0.9793375008523874,1.0129993081043245,1.012987977216216,0.12441403967891912,-0.12625376502068175,0.061219980950777124,0.983016983016983,1.0025471217524198,1.0652898067954697,-0.15753424657534246,-0.1276595744680851,0.33695652173913043,1.0074074074074073,1.0296529968454258,1.096320793716412,-0.13191489361702127,-0.06422018348623854,0.5223880597014925,1.063621533442088,1.044871794871795,1.0718259989883663,0.07236842105263158,0.025157232704402517,0.07236842105263158,1.1116696101073225,1.2017255621844882,1.2114403498382909,0.0036180781259581773,0.009872886585215353,0.4409226976580384,0.9809174773373891,1.0053042249376143,0.9495498856580395,0.3395191884402631,0.0016787256257944864,-0.20702202717770818,0.8635897280440868,0.8260095491115184,0.8045886952897381,0.12036048790444437,-0.13479582768698317,-0.2635135925920244,0.46621461448293705,0.2705774285874716,0.16636436902857224,-0.7003528081153518,-0.04151122910832461,1.7409298675766547,0.9926271363168668,0.9993301834243883,1.0109999868514568,0.05576663806839077,0.0044675199227238935,-0.040650406504065074,1023144.4326824584,1861,1496,116808.0,31843.282923150757,1054987.7156056091,0.9863418639404435,0.9736872163070827,0.11711119826472226,-0.0785221567511684,-0.0355671228751325,1.0301688347633546,1.1268806185663047,-0.05292620865139949,-0.03973168214654283,0.4665090622537431,1.048169556840077,1.1450103032087136,-0.037942122186495175,0.005376344086021506,0.5080645161290323,1.019861044718455,0.9484023038901568,0.008338944424302067,-0.06349066360932276,0.3184044786564031,0.0301835580188451,0.9935436948296,0.010194011186244776,0.9065041376207,1.0784315310226449,1.1591188444510043,1.3496313229539056,0.0805763888081809,0.2855182905485254,0.3284487964738738,0.5467923028296031,0.18965979995767301,0.16435974569383704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8887267422037195,-0.45843732144314286,0.0,0.0,0.0,0.8272226811273455,-0.5618742170882073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-07,Clothing and footwear,Clothing and Footwear,0.7009981759883572,93743.6706818042,133728.83681135453,1,0.9248130217615399,0.9292077187639499,0.9204164549149646,-0.08746902664794412,-0.12498117130642715,0.20042436149217804,0.930736130188264,0.935251652170222,0.9240571201983026,-0.07779992057619327,-0.11605614576313407,0.17981689944093238,0.86,0.894901144640999,0.9267241379310345,-0.12601626016260162,-0.004629629629629629,0.06965174129353234,0.9169764560099133,0.9511568123393316,0.9844453540728612,-0.09313725490196079,-0.015957446808510637,0.14906832298136646,1.0256410256410255,1.0339256865912763,1.0457516339869282,-0.018404907975460124,0.0738255033557047,0.08108108108108109,0.975196335078534,1.06984967466906,1.0849351434908259,-0.08951484785530979,0.17617807246033626,0.24413459129999165,1.0615661022281988,1.0295746735087963,0.983260967927363,0.04410520671909657,-0.12091131628924767,0.12225719376710606,0.9428653883935522,0.8555026251622715,0.8177356343432534,0.012866686789478603,-0.24846086240340548,-0.05169673145399316,2.05870933974357,1.9340599970196781,1.503676767111631,6.769813196385491,5.200580033933336,-0.585340584464191,1.0030383510941159,0.996193475379689,1.0108687194339772,0.0019708316909735567,-0.03278925321392464,0.027709054923305183,961127.5008011461,1646,1366,140469.0,130853.24889348983,1091980.749694636,0.9709391687249656,0.9147982549578982,-0.060614053989149506,-0.1648161993736022,-0.002018281835866716,0.9061381778144784,0.9911988141560126,-0.1155292853304675,0.024906600249066,0.0779305828421742,0.9484464502690505,1.0352707981111176,-0.08689839572192513,0.0395738203957382,0.14023372287145242,1.1669331959841993,1.156071490297049,0.20256318060406822,0.1995235004782074,-0.13299303772466917,0.11983109494382746,0.9546541223193404,-0.028587794795989354,1.0956454848783963,1.2598365692526738,0.96424801887692,1.1822036283896082,0.2062455902560418,0.3870109694040344,-0.0052324930337624,0.2196216462122509,0.14985785698053666,0.22603687562308483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8272226811273455,-0.5618742170882073,0.0,0.0,0.0,0.7537388300638258,-0.6571740835227871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-14,Clothing and footwear,Clothing and Footwear,0.9884505692986486,116894.9138964644,118260.75832947998,0,0.7926861962159076,0.709407452507097,0.7019571838916842,-0.24201091518680262,-0.3975961343742291,-0.10226954127656793,0.7950594754047465,0.7132829326326598,0.7029065788715153,-0.24368861562884042,-0.39443216137590414,-0.09640587194120527,1.0178217821782178,1.0336852689793867,1.0904046997389034,0.19534883720930232,0.04048582995951417,0.22966507177033493,0.9671931956257594,0.9875930521091811,1.0444085587404117,0.07567567567567568,0.08743169398907104,0.20606060606060606,0.9648562300319489,0.9797242497972425,0.9874245472837021,-0.05625,0.013422818791946308,-0.006578947368421052,0.8078103769312063,0.8413144883733119,0.8598718765795662,-0.1920676464666801,-0.11125055366897978,0.4039650145772595,0.7670268448062723,0.6784838586593965,0.6347575289748354,-0.3658846177632785,-0.4210359735036366,-0.26993904329495216,0.984175578957038,0.8400259323743756,0.791290081030352,-0.06389268722363588,-0.3186292929643657,-0.35639840118746036,1.376528207299138,2.066857853846949,1.1573374440052324,-0.1824068647428665,1.1250214985259233,1.9272207275586684,0.9926366158104186,0.9721629812042129,0.9783397131124013,-0.028492531693234586,-0.0699133927450735,0.053103042857542644,890680.4481042711,1828,1420,116819.0,14014.876002787882,904695.324107059,0.9398246980897967,0.8491475799679449,-0.07329626156587346,-0.15927744952548223,-0.024669768286931185,1.0016438356164383,1.0865032918800293,0.11057108140947752,0.0189520624303233,0.18393782383419688,0.9731026212095254,1.0633028051379527,0.03953147877013177,0.05654761904761905,0.1716171617161716,0.9537451677559201,0.937253597446424,-0.16836455018545016,0.07787486505688371,0.5355969187895996,0.015491266097368932,0.8462018814699165,-0.1820588896145066,0.9186295490662936,1.1810604409962269,0.937408841399246,1.17503289908525,0.0773778626321781,0.3851594201963835,0.0012750969225052,0.2550886315116665,0.28567651911118186,0.2534903098751542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7537388300638258,-0.6571740835227871,0.0,0.0,0.0,0.6693393778020698,-0.7429567937124865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-21,Clothing and footwear,Clothing and Footwear,1.3277676728608578,155960.08563459013,117460.37264075928,0,0.9951859616006474,0.8974703704421817,0.8794920069786026,0.24696326745346753,-0.026658095035870022,-0.0658913071293096,1.0210493115918373,0.9272918811116313,0.9068867892776206,0.2873726515437719,0.00961624881776722,-0.030472519228705894,0.9479277364505845,0.9019211324570273,0.9363695090439276,-0.13229571984435798,-0.2363013698630137,0.16753926701570682,0.892998678996037,0.8551549652118912,0.8823293172690763,-0.1507537688442211,-0.28085106382978725,0.08333333333333333,1.0188679245283019,1.0409638554216867,1.0477611940298508,0.0728476821192053,0.06578947368421052,0.15714285714285714,0.769414397612831,0.734432299640403,0.7330851116177605,-0.14328432594069274,-0.36751088489605693,0.0943236074270557,1.040522522254182,0.9842189905154661,0.9284803380258512,0.43708322751363754,0.2745104764552734,-0.19993381014214406,1.2994439506103095,1.242522784653281,1.2032246950596444,0.5026836680177884,0.5962586939568868,-0.11403950879683472,2.545020460379364,4.215654849663652,3.62454218198861,3.163955941585708,6.926184030851914,8.014037862290293,0.9803837361653375,0.9700658291595446,0.9704921321876634,-0.0075984055804682845,0.019897694751785926,0.0057412691941840744,944779.7615158989,1515,1177,84087.0,39297.55238634964,984077.3139022486,0.9893675536611899,0.8989463775767822,0.06073930726420799,0.031549425251912726,0.0293823598335178,0.8846715328467153,0.888042203985932,-0.1712253829321663,-0.22900763358778625,0.2531017369727047,0.8624290163033522,0.8713553530751709,-0.17112676056338028,-0.24308681672025723,0.2034764826175869,0.7340909636542604,0.6658538903013831,-0.28019414650014124,-0.274123374941731,0.3409935411849135,0.039933399369323525,1.0097790848540884,0.17556053491555496,1.0545407544161098,1.136222149822992,0.8042996302638219,1.0857769812130609,0.3452535537358385,0.4494526441788165,-0.0766422182216955,0.2465014121043187,0.07745684087108473,0.34996578433948833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6693393778020698,-0.7429567937124865,1.0,0.0,0.0,0.5752465922225328,-0.8179800475172747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-28,Clothing and footwear,Clothing and Footwear,0.8658858096071559,106130.07372219487,122568.20997025585,0,1.2724350439028,1.1964110220351274,1.1905605207401857,0.33419051724291743,0.15075289472379746,-0.13763071353489542,1.3762359986618324,1.3334537952309629,1.337587378647206,0.47068770741830845,0.3205368787195806,-0.027221194905391634,1.1890798786653185,1.1819095477386934,1.2068203347016104,0.3183856502242152,0.1951219512195122,0.3183856502242152,1.2245922208281055,1.2146857498444306,1.2390625,0.4437869822485207,0.19607843137254902,0.40229885057471265,0.9968253968253968,1.010458567980692,1.0108964834076275,-0.030864197530864196,-0.03680981595092025,0.060810810810810814,1.563664900922111,1.5933095658547962,1.6977267513627476,1.3182082606166377,0.4609556397409263,0.00779768177028451,1.063793834830053,1.0006042985088286,0.97695014044672,0.011988045391736719,-0.03712512890457757,-0.34588996298735264,0.8428473726709089,0.810522981154582,0.7649511893655812,-0.36559293122909103,-0.09611432216124408,-0.03474792342661716,2.697357391782245,5.047149134596185,6.543649440437319,2.1762008717428842,83.01598049374606,6.014071010146211,0.9949075451510062,0.9805736568209052,0.978682053140268,0.008075488259820046,-0.026173181136861488,-0.004766237705273239,1219274.7647338514,2084,1738,141134.0,45619.35396860143,1264894.1187024529,1.214458684556164,1.1658397291141438,0.290538614816987,0.19169369033967437,-0.05206807576889206,1.178566379188463,1.1893932742119588,0.37557755775577556,0.11982804943578722,0.40431266846361186,1.2194351868093316,1.245534729878721,0.4766355140186916,0.16176470588235295,0.5008635578583766,1.170000974075095,1.1526339662089407,0.6784282945045013,0.20825628381617697,-0.26127191834598273,0.03606574913590272,1.053718318293403,0.03382456125276094,1.1406041488355547,1.098063277922915,1.0433129397870913,1.0729562959700645,0.2586301731528118,0.2116873106553278,0.1086514938248444,0.1401512959081405,-0.03729678780852219,0.028412717845733404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5752465922225328,-0.8179800475172747,0.0,0.0,0.0,0.4728231194859959,-0.8811573626087066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-04,Clothing and footwear,Clothing and Footwear,1.5696907059374674,185509.47894608663,118182.1859837634,0,0.8980209059322669,0.8425996809874545,0.8296991091552195,-0.3195049022295711,-0.14185739829944333,-0.2741380945680045,0.8463744131353214,0.8171198604465565,0.8127073400380623,-0.40738011439299165,-0.15140279049250382,-0.28781235165762603,0.8632218844984803,0.8575742325113236,0.8748815165876778,-0.2755102040816326,-0.009302325581395349,-0.009302325581395349,0.9090909090909091,0.900562851782364,0.9133489461358314,-0.26229508196721313,-0.02702702702702703,0.011235955056179775,1.0625,1.0759493670886076,1.0791015625,0.08280254777070063,0.0625,0.20567375886524822,0.6144276331436725,0.580139749004569,0.6114391350624615,-0.6488498536177332,-0.4365478826924368,-0.3527597903176072,1.0392969386448045,0.9757514183622159,0.9418819815493169,-0.06072507631687288,-0.13379972128817055,-0.2673224898221641,1.2706078846762474,1.3411652043314968,1.2793865404781444,0.6876538190642651,0.5060680108231539,0.10034518512354393,0.019866644776137088,0.035206245172015906,0.04898769617054471,-0.9930596219744939,-0.9249528077352744,-0.954283108992635,0.9444339146388763,0.9224220791192244,0.9130208671106038,-0.0753452755367154,-0.10131758291685587,-0.1127657665739661,1031433.6969896655,1513,1263,94752.0,12084.923820367338,1043518.6208100329,1.009682937684989,0.9960751701183583,-0.15405966987694417,0.07314970816038013,-0.11525897584587853,0.8720461095100864,0.8637740986342278,-0.2739923224568138,-0.08080194410692589,-0.004605263157894736,0.902465166130761,0.9028373474100957,-0.27330264672036825,-0.07540263543191801,0.03779786359901397,0.8677081997838788,0.7826609083186187,-0.32863803194127567,-0.3254597099715952,-0.15927703787831735,0.011580937397155785,0.8951644036747797,-0.19557553465805355,1.5327212693721215,1.187621450446415,1.2296313321329655,1.1324149504296772,0.1882566282684596,-0.0792852630375176,-0.0667512238815425,-0.1405351840591674,-0.225154974894474,-0.0790614057748944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4728231194859959,-0.8811573626087066,0.0,0.0,0.0,0.3635522502723814,-0.9315738088428033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
