y,fold_id,merchant_logreg,merchant_extra,merchant_mean,merchant_disagreement,drift_adjusted_score,market_v3__risk_mean,market_v3__risk_max,market_v3__risk_p75,market_v3__risk_p90,market_v3__risk_share_25,market_v3__risk_share_50,market_v3__precursor_mean,market_v3__precursor_share_2
0,0,0.48955114112509035,0.2702043466721847,0.3798777438986375,0.21934679445290567,0.42552420121715523,0.29211001180473,0.5919368848012408,0.4791575560923423,0.5565719868813063,0.45454545454545453,0.2727272727272727,2.909090909090909,0.45454545454545453
0,0,0.39893209447295247,0.24645572067261695,0.3226939075727847,0.15247637380033552,0.39007022269512653,0.1936991038430581,0.4293695019579549,0.31821970471354444,0.3889858782364058,0.36363636363636365,0.0,3.727272727272727,0.6363636363636364
0,0,0.6384411135449768,0.32820160270318693,0.48332135812408183,0.31023951084178986,0.48965924203693073,0.1936991038430581,0.4293695019579549,0.31821970471354444,0.3889858782364058,0.36363636363636365,0.0,3.727272727272727,0.6363636363636364
0,0,0.8715543904817674,0.3639954650801544,0.6177749277809609,0.5075589254016131,0.5730204552241958,0.1936991038430581,0.4293695019579549,0.31821970471354444,0.3889858782364058,0.36363636363636365,0.0,3.727272727272727,0.6363636363636364
0,0,0.7508901417573854,0.34561054371828837,0.5482503427378369,0.4052795980390971,0.5299152124974589,0.1936991038430581,0.4293695019579549,0.31821970471354444,0.3889858782364058,0.36363636363636365,0.0,3.727272727272727,0.6363636363636364
1,0,0.6331549965750303,0.32290850199584015,0.47803174928543524,0.3102464945791901,0.48637968455696984,0.1936991038430581,0.4293695019579549,0.31821970471354444,0.3889858782364058,0.36363636363636365,0.0,3.727272727272727,0.6363636363636364
1,0,0.7075019838232676,0.3330191527887804,0.520260568306024,0.37448283103448715,0.5125615523497349,0.1936991038430581,0.4293695019579549,0.31821970471354444,0.3889858782364058,0.36363636363636365,0.0,3.727272727272727,0.6363636363636364
0,0,0.4380732109369822,0.272010226345917,0.3550417186414496,0.16606298459106522,0.41012586555769875,0.1936991038430581,0.4293695019579549,0.31821970471354444,0.3889858782364058,0.36363636363636365,0.0,3.727272727272727,0.6363636363636364
0,0,0.4132198487395411,0.33058027204001933,0.3719000603897802,0.08263957669952177,0.4205780374416637,0.21372383050358731,0.5606299354075673,0.2927067388556021,0.39519087681019016,0.36363636363636365,0.09090909090909091,3.727272727272727,0.9090909090909091
0,0,0.47061122591769955,0.26866688201886746,0.3696390539682835,0.2019443438988321,0.41917621346033573,0.21372383050358731,0.5606299354075673,0.2927067388556021,0.39519087681019016,0.36363636363636365,0.09090909090909091,3.727272727272727,0.9090909090909091
0,0,0.23742121678754652,0.18742931536818294,0.21242526607786472,0.04999190141936358,0.3217036649682761,0.21372383050358731,0.5606299354075673,0.2927067388556021,0.39519087681019016,0.36363636363636365,0.09090909090909091,3.727272727272727,0.9090909090909091
0,0,0.4852046638131144,0.29837724383144865,0.3917909538222815,0.18682741998166574,0.4329103913698146,0.21372383050358731,0.5606299354075673,0.2927067388556021,0.39519087681019016,0.36363636363636365,0.09090909090909091,3.727272727272727,0.9090909090909091
0,0,0.7333926954103425,0.32196285889546966,0.5276777771529061,0.4114298365148728,0.5171602218348017,0.21372383050358731,0.5606299354075673,0.2927067388556021,0.39519087681019016,0.36363636363636365,0.09090909090909091,3.727272727272727,0.9090909090909091
0,0,0.4547128616045992,0.24842022477828032,0.35156654319143976,0.20629263682631885,0.4079712567786926,0.21372383050358731,0.5606299354075673,0.2927067388556021,0.39519087681019016,0.36363636363636365,0.09090909090909091,3.727272727272727,0.9090909090909091
0,0,0.5880399449116706,0.32872786309527147,0.458383904003471,0.2593120818163991,0.47419802048215204,0.21372383050358731,0.5606299354075673,0.2927067388556021,0.39519087681019016,0.36363636363636365,0.09090909090909091,3.727272727272727,0.9090909090909091
0,0,0.0326826298545997,0.10871368346775612,0.0706981566611779,0.07603105361315642,0.2338328571299303,0.0691433210901266,0.13354534415903155,0.0857255077788514,0.11903673264615079,0.0,0.0,4.2727272727272725,0.8181818181818182
0,0,0.07679949442782659,0.08356205560013973,0.08018077501398316,0.006762561172313136,0.23971208050866954,0.0691433210901266,0.13354534415903155,0.0857255077788514,0.11903673264615079,0.0,0.0,4.2727272727272725,0.8181818181818182
0,0,0.08563209422530964,0.12078551288519329,0.10320880355525147,0.03515341865988365,0.2539894582042559,0.0691433210901266,0.13354534415903155,0.0857255077788514,0.11903673264615079,0.0,0.0,4.2727272727272725,0.8181818181818182
0,0,0.05000582607041176,0.09131398185162301,0.07065990396101739,0.04130815578121125,0.2338091404558308,0.0691433210901266,0.13354534415903155,0.0857255077788514,0.11903673264615079,0.0,0.0,4.2727272727272725,0.8181818181818182
0,0,0.09935576501019897,0.1286593713151737,0.11400756816268633,0.029303606304974722,0.26068469226086555,0.0691433210901266,0.13354534415903155,0.0857255077788514,0.11903673264615079,0.0,0.0,4.2727272727272725,0.8181818181818182
0,0,0.06997668146695844,0.08861378170484518,0.07929523158590182,0.018637100237886742,0.08716304358325913,0.0691433210901266,0.13354534415903155,0.0857255077788514,0.11903673264615079,0.0,0.0,4.2727272727272725,0.8181818181818182
0,0,0.29313382929494836,0.1364044269697353,0.21476912813234184,0.15672940232521307,0.2598235261087186,0.0691433210901266,0.13354534415903155,0.0857255077788514,0.11903673264615079,0.0,0.0,4.2727272727272725,0.8181818181818182
0,0,0.01750827388912265,0.06552526619941425,0.041516770044268445,0.0480169923102916,0.025740397427446434,0.047718219048219816,0.06267791157585721,0.05485819488573023,0.060092970265687405,0.0,0.0,0.5454545454545454,0.09090909090909091
0,0,0.07715666007239103,0.1163860710681994,0.09677136557029521,0.03922941099580837,0.14260694230575693,0.047718219048219816,0.06267791157585721,0.05485819488573023,0.060092970265687405,0.0,0.0,0.5454545454545454,0.09090909090909091
0,0,0.07906679533043058,0.09406462691657089,0.08656571112350073,0.014997831586140306,0.13283740756323714,0.047718219048219816,0.06267791157585721,0.05485819488573023,0.060092970265687405,0.0,0.0,0.5454545454545454,0.09090909090909091
0,0,0.09178947696927946,0.11946052950602334,0.1056250032376514,0.027671052536743887,0.18708750200734386,0.047718219048219816,0.06267791157585721,0.05485819488573023,0.060092970265687405,0.0,0.0,0.5454545454545454,0.09090909090909091
0,0,0.1183853265051457,0.10994774812185033,0.11416653731349802,0.008437578383295369,0.21693709928821492,0.047718219048219816,0.06267791157585721,0.05485819488573023,0.060092970265687405,0.0,0.0,0.5454545454545454,0.09090909090909091
0,0,0.2535862381235828,0.16638742956349822,0.2099868338435405,0.08719880856008455,0.28500665179780993,0.047718219048219816,0.06267791157585721,0.05485819488573023,0.060092970265687405,0.0,0.0,0.5454545454545454,0.09090909090909091
0,0,0.15709248705410442,0.15663551085576669,0.15686399895493555,0.00045697619833773295,0.24654139363777433,0.047718219048219816,0.06267791157585721,0.05485819488573023,0.060092970265687405,0.0,0.0,0.5454545454545454,0.09090909090909091
0,0,0.9151315640126527,0.7020121550189188,0.8085718595157858,0.21311940899373394,0.8813145528997872,0.037146371463000746,0.06117445199920177,0.046420345006498075,0.05309027683280563,0.0,0.0,0.2727272727272727,0.0
0,0,0.7168358253555214,0.45745808986726566,0.5871469576113935,0.2593777354882557,0.7186977803857306,0.037146371463000746,0.06117445199920177,0.046420345006498075,0.05309027683280563,0.0,0.0,0.2727272727272727,0.0
0,0,0.8620738477937648,0.5911733255534052,0.7266235866735851,0.27090052224035965,0.8182485592214936,0.037146371463000746,0.06117445199920177,0.046420345006498075,0.05309027683280563,0.0,0.0,0.2727272727272727,0.0
0,0,0.7267464148331755,0.47331159954685403,0.6000290071900147,0.25343481528632145,0.7163929844578092,0.037146371463000746,0.06117445199920177,0.046420345006498075,0.05309027683280563,0.0,0.0,0.2727272727272727,0.0
0,0,0.9380505833940636,0.7098588551296996,0.8239547192618816,0.22819172826436396,0.8908519259423666,0.037146371463000746,0.06117445199920177,0.046420345006498075,0.05309027683280563,0.0,0.0,0.2727272727272727,0.0
