week_start,week_end,sector,value_thousand_sar,transaction_count_thousand
2021-11-21,2021-11-27,Education,93654.0,95.0
2021-11-28,2021-12-04,Education,81808.0,62.0
2021-12-05,2021-12-11,Education,216340.0,131.0
2021-12-12,2021-12-18,Education,137969.0,109.0
2021-12-19,2021-12-25,Education,95467.0,83.0
2021-12-26,2022-01-01,Education,170379.0,96.0
2022-01-02,2022-01-08,Education,107768.0,63.0
2022-01-09,2022-01-15,Education,67009.0,52.0
2022-01-16,2022-01-22,Education,198093.0,117.0
2022-01-23,2022-01-29,Education,207425.0,141.0
2022-01-30,2022-02-05,Education,122741.0,121.0
2022-02-06,2022-02-12,Education,113875.0,119.0
2022-02-13,2022-02-19,Education,88718.0,111.0
2022-02-20,2022-02-26,Education,50774.0,79.0
2022-02-27,2022-03-05,Education,157321.0,137.0
2022-03-06,2022-03-12,Education,141189.0,126.0
2022-03-13,2022-03-19,Education,74881.0,94.0
2022-03-20,2022-03-26,Education,200172.0,135.0
2022-03-27,2022-04-02,Education,192662.0,140.0
2022-04-03,2022-04-09,Education,96556.0,71.0
2022-04-10,2022-04-16,Education,73137.0,63.0
2022-04-17,2022-04-23,Education,74907.0,54.0
2022-04-24,2022-04-30,Education,24597.0,34.0
2022-05-01,2022-05-07,Education,4758.0,25.0
2022-05-08,2022-05-14,Education,130461.0,115.0
2022-05-15,2022-05-21,Education,106023.0,90.0
2022-05-22,2022-05-28,Education,95959.0,79.0
2022-05-29,2022-06-04,Education,195881.0,102.0
2022-06-05,2022-06-11,Education,141840.0,102.0
2022-06-12,2022-06-18,Education,106935.0,88.0
2022-06-19,2022-06-25,Education,138717.0,87.0
2022-06-26,2022-07-02,Education,273163.0,113.0
2022-07-03,2022-07-09,Education,90440.0,49.0
2022-07-10,2022-07-16,Education,6701.0,22.0
2022-07-17,2022-07-23,Education,70360.0,77.0
2022-07-24,2022-07-30,Education,80139.0,82.0
2022-07-31,2022-08-06,Education,102216.0,91.0
2022-08-07,2022-08-13,Education,124772.0,74.0
2022-08-14,2022-08-20,Education,267325.0,85.0
2022-08-21,2022-08-27,Education,890087.0,195.0
2022-08-28,2022-09-03,Education,943615.0,300.0
2022-09-04,2022-09-10,Education,401845.0,220.0
2022-09-11,2022-09-17,Education,187811.0,169.0
2022-09-18,2022-09-24,Education,85337.0,112.0
2022-09-25,2022-10-01,Education,183973.0,170.0
2022-10-02,2022-10-08,Education,136466.0,157.0
2022-10-09,2022-10-15,Education,91713.0,133.0
2022-10-16,2022-10-22,Education,67890.0,111.0
2022-10-23,2022-10-29,Education,114189.0,135.0
2022-10-30,2022-11-05,Education,150769.0,152.0
2022-11-06,2022-11-12,Education,95414.0,119.0
2022-11-13,2022-11-19,Education,115320.0,119.0
2022-11-20,2022-11-26,Education,92617.0,90.0
2022-11-27,2022-12-03,Education,104694.0,79.0
2022-12-04,2022-12-10,Education,327419.0,173.0
2022-12-11,2022-12-17,Education,197571.0,149.0
2022-12-18,2022-12-24,Education,122639.0,107.0
2022-12-25,2022-12-31,Education,218350.0,131.0
2023-01-01,2023-01-07,Education,127602.0,82.0
2023-01-08,2023-01-14,Education,159412.0,96.0
2023-01-15,2023-01-21,Education,123147.0,112.0
2023-01-22,2023-01-28,Education,167544.0,137.0
2023-01-29,2023-02-04,Education,196390.0,162.0
2023-02-05,2023-02-11,Education,128279.0,137.0
2023-02-12,2023-02-18,Education,116068.0,124.0
2023-02-19,2023-02-25,Education,73683.0,86.0
2023-02-26,2023-03-04,Education,232873.0,156.0
2023-03-05,2023-03-11,Education,93661.0,108.0
2023-03-12,2023-03-18,Education,223448.0,145.0
2023-03-19,2023-03-25,Education,144557.0,120.0
2023-03-26,2023-04-01,Education,152592.0,100.0
2023-04-02,2023-04-08,Education,119344.0,87.0
2023-04-09,2023-04-15,Education,72235.0,64.0
2023-04-16,2023-04-22,Education,11176.0,31.0
2023-04-23,2023-04-29,Education,59831.0,50.0
2023-04-30,2023-05-06,Education,214287.0,168.0
2023-05-07,2023-05-13,Education,155925.0,144.0
2023-05-14,2023-05-20,Education,129418.0,119.0
2023-05-21,2023-05-27,Education,130551.0,112.0
2023-05-28,2023-06-03,Education,196008.0,123.0
2023-06-04,2023-06-10,Education,202204.0,111.0
2023-06-11,2023-06-17,Education,204323.0,117.0
2023-06-18,2023-06-24,Education,277314.0,117.0
2023-06-25,2023-07-01,Education,33519.0,39.0
2023-07-02,2023-07-08,Education,75419.0,65.0
2023-07-09,2023-07-15,Education,91253.0,92.0
2023-07-16,2023-07-22,Education,81678.0,77.0
2023-07-23,2023-07-29,Education,107369.0,81.0
2023-07-30,2023-08-05,Education,184409.0,98.0
2023-08-06,2023-08-12,Education,295901.0,110.0
2023-08-13,2023-08-19,Education,875402.0,199.0
2023-08-20,2023-08-26,Education,884071.0,222.0
2023-08-27,2023-09-02,Education,620328.0,244.0
2023-09-03,2023-09-09,Education,274830.0,180.0
2023-09-10,2023-09-16,Education,155315.0,154.0
2023-09-17,2023-09-23,Education,124529.0,136.0
2023-09-24,2023-09-30,Education,145624.0,140.0
2023-10-01,2023-10-07,Education,161764.0,164.0
2023-10-08,2023-10-14,Education,104978.0,143.0
2023-10-15,2023-10-21,Education,82288.0,125.0
2023-10-22,2023-10-28,Education,107340.0,139.0
2023-10-29,2023-11-04,Education,144745.0,150.0
2023-11-05,2023-11-11,Education,133778.0,141.0
2023-11-12,2023-11-18,Education,137179.0,121.0
2023-11-19,2023-11-25,Education,67888.0,71.0
2023-11-26,2023-12-02,Education,361699.0,196.0
2023-12-03,2023-12-09,Education,222127.0,166.0
2023-12-10,2023-12-16,Education,136708.0,131.0
2023-12-17,2023-12-23,Education,105409.0,107.0
2023-12-24,2023-12-30,Education,191099.0,137.0
2023-12-31,2024-01-06,Education,196468.0,132.0
2024-01-07,2024-01-13,Education,97356.0,97.0
2024-01-14,2024-01-20,Education,204308.0,146.0
2024-01-21,2024-01-27,Education,142668.0,150.0
2024-01-28,2024-02-03,Education,191812.0,180.0
2024-02-04,2024-02-10,Education,143287.0,165.0
2024-02-11,2024-02-17,Education,120614.0,144.0
2024-02-18,2024-02-24,Education,107846.0,123.0
2024-02-25,2024-03-02,Education,105979.0,128.0
2024-03-03,2024-03-09,Education,303314.0,187.0
2024-03-10,2024-03-16,Education,140314.0,107.0
2024-03-17,2024-03-23,Education,95603.0,87.0
2024-03-24,2024-03-30,Education,110388.0,88.0
2024-03-31,2024-04-06,Education,35223.0,64.0
2024-04-07,2024-04-13,Education,4749.0,37.0
2024-04-14,2024-04-20,Education,147090.0,110.0
2024-04-21,2024-04-27,Education,164771.0,156.0
2024-04-28,2024-05-04,Education,206364.0,187.0
2024-05-05,2024-05-11,Education,198297.0,184.0
2024-05-12,2024-05-18,Education,152327.0,164.0
2024-05-19,2024-05-25,Education,152487.0,148.0
2024-05-26,2024-06-01,Education,237594.0,160.0
2024-06-02,2024-06-08,Education,224932.0,126.0
2024-06-09,2024-06-15,Education,172445.0,90.0
2024-06-16,2024-06-22,Education,4786.0,33.0
2024-06-23,2024-06-29,Education,99064.0,100.0
2024-06-30,2024-07-06,Education,113256.0,113.0
2024-07-07,2024-07-13,Education,85225.0,102.0
2024-07-14,2024-07-20,Education,94126.0,93.0
2024-07-21,2024-07-27,Education,116189.0,98.0
2024-07-28,2024-08-03,Education,233320.0,123.0
2024-08-04,2024-08-10,Education,444756.0,146.0
2024-08-11,2024-08-17,Education,1011702.0,232.0
2024-08-18,2024-08-24,Education,840784.0,235.0
2024-08-25,2024-08-31,Education,516276.0,236.0
2024-09-01,2024-09-07,Education,291049.0,202.0
2024-09-08,2024-09-14,Education,165034.0,174.0
2024-09-15,2024-09-21,Education,127125.0,154.0
2024-09-22,2024-09-28,Education,100015.0,126.0
2024-09-29,2024-10-05,Education,196833.0,197.0
2024-10-06,2024-10-12,Education,125999.0,167.0
2024-10-13,2024-10-19,Education,94103.0,144.0
2024-10-20,2024-10-26,Education,99106.0,142.0
2024-10-27,2024-11-02,Education,177651.0,170.0
2024-11-03,2024-11-09,Education,171857.0,149.0
2024-11-10,2024-11-16,Education,89571.0,101.0
2024-11-17,2024-11-23,Education,249543.0,164.0
2024-11-24,2024-11-30,Education,229751.0,170.0
2024-12-01,2024-12-07,Education,215789.0,175.0
2024-12-08,2024-12-14,Education,119873.0,130.0
2024-12-15,2024-12-21,Education,136541.0,126.0
2024-12-22,2024-12-28,Education,164790.0,130.0
2024-12-29,2025-01-04,Education,207363.0,131.0
2025-01-05,2025-01-11,Education,115270.0,96.0
2025-01-12,2025-01-18,Education,220760.0,153.0
2025-01-19,2025-01-25,Education,141297.0,149.0
2025-01-26,2025-02-01,Education,184029.0,178.0
2025-02-02,2025-02-08,Education,165473.0,168.0
2025-02-09,2025-02-15,Education,132592.0,145.0
2025-02-16,2025-02-22,Education,123522.0,129.0
2025-02-23,2025-03-01,Education,82059.0,108.0
2025-03-02,2025-03-08,Education,200706.0,116.0
2025-03-09,2025-03-15,Education,140655.0,98.0
2025-03-16,2025-03-22,Education,88299.0,76.0
2025-03-23,2025-03-29,Education,33850.0,59.0
2025-03-30,2025-04-05,Education,10222.0,36.0
2025-04-06,2025-04-12,Education,256879.0,182.0
2025-04-13,2025-04-19,Education,166401.0,158.0
2025-04-20,2025-04-26,Education,137239.0,145.0
2025-04-27,2025-05-03,Education,239744.0,192.0
2025-05-04,2025-05-10,Education,162362.0,144.0
2025-05-11,2025-05-17,Education,164678.0,125.0
2025-05-18,2025-05-24,Education,149858.0,112.0
2025-05-25,2025-05-31,Education,242188.0,130.0
2025-06-01,2025-06-07,Education,62468.0,65.0
2025-06-08,2025-06-14,Education,25232.0,56.0
2025-06-15,2025-06-21,Education,193267.0,110.0
2025-06-22,2025-06-28,Education,212059.0,118.0
2025-06-29,2025-07-05,Education,141123.0,112.0
2025-07-06,2025-07-12,Education,102218.0,101.0
2025-09-21,2025-09-27,Education,113431.0,176.0
2025-09-28,2025-10-04,Education,238233.0,266.0
2025-10-05,2025-10-11,Education,152765.0,232.0
2025-10-12,2025-10-18,Education,105127.0,200.0
2025-10-19,2025-10-25,Education,103863.0,196.0
2025-10-26,2025-11-01,Education,189444.0,220.0
2025-11-02,2025-11-08,Education,179799.0,222.0
2025-11-09,2025-11-15,Education,126756.0,206.0
2025-11-16,2025-11-22,Education,104482.0,181.0
2025-11-23,2025-11-29,Education,62260.0,145.0
2025-11-30,2025-12-06,Education,218726.0,233.0
2025-12-07,2025-12-13,Education,124911.0,187.0
2025-12-14,2025-12-20,Education,92422.0,141.0
2025-12-21,2025-12-27,Education,141499.0,157.0
2025-12-28,2026-01-03,Education,235508.0,178.0
2026-01-04,2026-01-10,Education,245662.0,164.0
2026-01-11,2026-01-17,Education,162975.0,150.0
2026-01-18,2026-01-24,Education,392975.0,222.0
2026-01-25,2026-01-31,Education,316403.0,250.0
2026-02-01,2026-02-07,Education,238326.0,247.0
2026-02-08,2026-02-14,Education,155822.0,214.0
2026-02-15,2026-02-21,Education,115361.0,150.0
2026-02-22,2026-02-28,Education,93762.0,107.0
2026-03-01,2026-03-07,Education,130705.0,117.0
2026-03-08,2026-03-14,Education,44348.0,76.0
2026-03-15,2026-03-21,Education,11930.0,44.0
2026-04-05,2026-04-11,Education,220093.0,213.0
2026-04-12,2026-04-18,Education,160186.0,181.0
2026-04-19,2026-04-25,Education,157259.0,186.0
2026-04-26,2026-05-02,Education,237773.0,227.0
2026-05-03,2026-05-09,Education,210264.0,215.0
2026-05-10,2026-05-16,Education,164070.0,191.0
2026-05-17,2026-05-23,Education,142932.0,142.0
2026-05-24,2026-05-30,Education,16365.0,46.0
2026-05-31,2026-06-06,Education,147301.0,122.0
2026-06-07,2026-06-13,Education,210914.0,163.0
2026-06-14,2026-06-20,Education,220807.0,146.0
2026-06-21,2026-06-27,Education,203922.0,134.0
2026-06-28,2026-07-04,Education,211117.0,161.0
2026-07-05,2026-07-11,Education,122272.0,142.0
2026-07-12,2026-07-18,Education,98575.0,129.0
2026-07-19,2026-07-25,Education,104668.0,121.0
2026-07-26,2026-08-01,Education,177832.0,139.0
2026-08-02,2026-08-08,Education,274114.0,141.0
2020-05-10,2020-05-16,Electronic & Electric Devices,282062.0,510.0
2020-05-17,2020-05-23,Electronic & Electric Devices,246493.0,494.0
2020-05-24,2020-05-30,Electronic & Electric Devices,136525.0,267.0
2020-05-31,2020-06-06,Electronic & Electric Devices,454674.0,693.0
2020-06-07,2020-06-13,Electronic & Electric Devices,440338.0,620.0
2020-06-14,2020-06-20,Electronic & Electric Devices,455690.0,593.0
2020-06-20,2020-06-26,Electronic & Electric Devices,571251.0,692.0
2020-06-28,2020-07-04,Electronic & Electric Devices,544843.0,785.0
2020-07-05,2020-07-11,Electronic & Electric Devices,238657.0,588.0
2020-07-12,2020-07-18,Electronic & Electric Devices,235875.0,551.0
2020-07-19,2020-07-25,Electronic & Electric Devices,239793.0,544.0
2020-07-26,2020-08-01,Electronic & Electric Devices,228392.0,616.0
2020-08-02,2020-08-08,Electronic & Electric Devices,210530.0,526.0
2020-08-09,2020-08-15,Electronic & Electric Devices,241903.0,567.0
2020-08-16,2020-08-22,Electronic & Electric Devices,265191.0,550.0
2020-08-23,2020-08-29,Electronic & Electric Devices,333729.0,689.0
2020-08-30,2020-09-05,Electronic & Electric Devices,328908.0,745.0
2020-09-06,2020-09-12,Electronic & Electric Devices,299991.0,705.0
2020-09-13,2020-09-19,Electronic & Electric Devices,273695.0,624.0
2020-09-20,2020-09-26,Electronic & Electric Devices,319818.0,625.0
2020-09-27,2020-10-03,Electronic & Electric Devices,338161.0,752.0
2020-10-04,2020-10-10,Electronic & Electric Devices,265755.0,639.0
2020-10-11,2020-10-17,Electronic & Electric Devices,253416.0,610.0
2020-10-18,2020-10-24,Electronic & Electric Devices,247874.0,575.0
2020-10-25,2020-10-31,Electronic & Electric Devices,400477.0,814.0
2020-11-01,2020-11-07,Electronic & Electric Devices,384714.0,783.0
2020-11-08,2020-11-14,Electronic & Electric Devices,330863.0,707.0
2020-11-15,2020-11-21,Electronic & Electric Devices,314207.0,656.0
2020-11-22,2020-11-28,Electronic & Electric Devices,360865.0,737.0
2020-11-29,2020-12-05,Electronic & Electric Devices,333311.0,741.0
2020-12-06,2020-12-12,Electronic & Electric Devices,280922.0,656.0
2020-12-13,2020-12-19,Electronic & Electric Devices,275810.0,621.0
2020-12-20,2020-12-26,Electronic & Electric Devices,273716.0,603.0
2020-12-27,2021-01-02,Electronic & Electric Devices,335448.0,769.0
2021-01-03,2021-01-09,Electronic & Electric Devices,272505.0,640.0
2021-01-10,2021-01-16,Electronic & Electric Devices,270972.0,645.0
2021-01-17,2021-01-23,Electronic & Electric Devices,263635.0,597.0
2021-01-24,2021-01-30,Electronic & Electric Devices,321721.0,734.0
2021-01-31,2021-02-06,Electronic & Electric Devices,327550.0,717.0
2021-02-07,2021-02-13,Electronic & Electric Devices,288144.0,674.0
2021-02-14,2021-02-20,Electronic & Electric Devices,271682.0,625.0
2021-02-21,2021-02-27,Electronic & Electric Devices,276280.0,626.0
2021-02-28,2021-03-06,Electronic & Electric Devices,345402.0,798.0
2021-03-07,2021-03-13,Electronic & Electric Devices,307419.0,692.0
2021-03-14,2021-03-20,Electronic & Electric Devices,313539.0,665.0
2021-03-21,2021-03-27,Electronic & Electric Devices,327421.0,676.0
2021-03-28,2021-04-03,Electronic & Electric Devices,381735.0,823.0
2021-04-04,2021-04-10,Electronic & Electric Devices,342409.0,752.0
2021-04-11,2021-04-17,Electronic & Electric Devices,277634.0,695.0
2021-04-18,2021-04-24,Electronic & Electric Devices,241777.0,569.0
2021-04-25,2021-05-01,Electronic & Electric Devices,303341.0,742.0
2021-05-02,2021-05-08,Electronic & Electric Devices,275524.0,718.0
2021-05-09,2021-05-15,Electronic & Electric Devices,160193.0,551.0
2021-05-16,2021-05-22,Electronic & Electric Devices,236699.0,535.0
2021-05-23,2021-05-29,Electronic & Electric Devices,297114.0,679.0
2021-05-30,2021-06-05,Electronic & Electric Devices,308406.0,716.0
2021-06-06,2021-06-12,Electronic & Electric Devices,281563.0,676.0
2021-06-13,2021-06-19,Electronic & Electric Devices,258699.0,621.0
2021-06-20,2021-06-26,Electronic & Electric Devices,256541.0,620.0
2021-06-27,2021-07-03,Electronic & Electric Devices,309772.0,768.0
2021-07-04,2021-07-10,Electronic & Electric Devices,288254.0,683.0
2021-07-11,2021-07-17,Electronic & Electric Devices,272872.0,693.0
2021-07-18,2021-07-24,Electronic & Electric Devices,118975.0,414.0
2021-07-25,2021-07-31,Electronic & Electric Devices,297608.0,722.0
2021-08-01,2021-08-07,Electronic & Electric Devices,287539.0,697.0
2021-08-08,2021-08-14,Electronic & Electric Devices,253522.0,681.0
2021-08-15,2021-08-21,Electronic & Electric Devices,237927.0,621.0
2021-08-22,2021-08-28,Electronic & Electric Devices,304588.0,787.0
2021-08-29,2021-09-04,Electronic & Electric Devices,307518.0,821.0
2021-09-05,2021-09-11,Electronic & Electric Devices,263828.0,745.0
2021-09-12,2021-09-18,Electronic & Electric Devices,246635.0,669.0
2021-09-19,2021-09-25,Electronic & Electric Devices,293569.0,658.0
2021-09-26,2021-10-02,Electronic & Electric Devices,331141.0,834.0
2021-10-03,2021-10-09,Electronic & Electric Devices,257898.0,718.0
2021-10-10,2021-10-16,Electronic & Electric Devices,239626.0,670.0
2021-10-17,2021-10-23,Electronic & Electric Devices,230870.0,624.0
2021-10-24,2021-10-30,Electronic & Electric Devices,358960.0,861.0
2021-10-31,2021-11-06,Electronic & Electric Devices,351959.0,858.0
2021-11-07,2021-11-13,Electronic & Electric Devices,308525.0,785.0
2021-11-14,2021-11-20,Electronic & Electric Devices,249431.0,669.0
2021-11-21,2021-11-27,Electronic & Electric Devices,262785.0,695.0
2021-11-28,2021-12-04,Electronic & Electric Devices,327068.0,839.0
2021-12-05,2021-12-11,Electronic & Electric Devices,276850.0,780.0
2021-12-12,2021-12-18,Electronic & Electric Devices,242796.0,687.0
2021-12-19,2021-12-25,Electronic & Electric Devices,243899.0,650.0
2021-12-26,2022-01-01,Electronic & Electric Devices,301231.0,834.0
2022-01-02,2022-01-08,Electronic & Electric Devices,253911.0,752.0
2022-01-09,2022-01-15,Electronic & Electric Devices,233488.0,678.0
2022-01-16,2022-01-22,Electronic & Electric Devices,228380.0,648.0
2022-01-23,2022-01-29,Electronic & Electric Devices,265358.0,757.0
2022-01-30,2022-02-05,Electronic & Electric Devices,266478.0,773.0
2022-02-06,2022-02-12,Electronic & Electric Devices,240537.0,712.0
2022-02-13,2022-02-19,Electronic & Electric Devices,231064.0,666.0
2022-02-20,2022-02-26,Electronic & Electric Devices,257174.0,657.0
2022-02-27,2022-03-05,Electronic & Electric Devices,305357.0,837.0
2022-03-06,2022-03-12,Electronic & Electric Devices,288199.0,757.0
2022-03-13,2022-03-19,Electronic & Electric Devices,282259.0,713.0
2022-03-20,2022-03-26,Electronic & Electric Devices,276199.0,738.0
2022-03-27,2022-04-02,Electronic & Electric Devices,355941.0,980.0
2022-04-03,2022-04-09,Electronic & Electric Devices,252001.0,713.0
2022-04-10,2022-04-16,Electronic & Electric Devices,233708.0,672.0
2022-04-17,2022-04-23,Electronic & Electric Devices,226506.0,626.0
2022-04-24,2022-04-30,Electronic & Electric Devices,281199.0,889.0
2022-05-01,2022-05-07,Electronic & Electric Devices,117052.0,486.0
2022-05-08,2022-05-14,Electronic & Electric Devices,221229.0,663.0
2022-05-15,2022-05-21,Electronic & Electric Devices,214070.0,625.0
2022-05-22,2022-05-28,Electronic & Electric Devices,360741.0,812.0
2022-05-29,2022-06-04,Electronic & Electric Devices,413343.0,913.0
2022-06-05,2022-06-11,Electronic & Electric Devices,348135.0,825.0
2022-06-12,2022-06-18,Electronic & Electric Devices,244306.0,688.0
2022-06-19,2022-06-25,Electronic & Electric Devices,240430.0,659.0
2022-06-26,2022-07-02,Electronic & Electric Devices,306653.0,874.0
2022-07-03,2022-07-09,Electronic & Electric Devices,245974.0,799.0
2022-07-10,2022-07-16,Electronic & Electric Devices,165692.0,559.0
2022-07-17,2022-07-23,Electronic & Electric Devices,221824.0,631.0
2022-07-24,2022-07-30,Electronic & Electric Devices,267852.0,790.0
2022-07-31,2022-08-06,Electronic & Electric Devices,259332.0,774.0
2022-08-07,2022-08-13,Electronic & Electric Devices,242431.0,748.0
2022-08-14,2022-08-20,Electronic & Electric Devices,237829.0,715.0
2022-08-21,2022-08-27,Electronic & Electric Devices,246062.0,750.0
2022-08-28,2022-09-03,Electronic & Electric Devices,295467.0,916.0
2022-09-04,2022-09-10,Electronic & Electric Devices,255472.0,798.0
2022-09-11,2022-09-17,Electronic & Electric Devices,246689.0,770.0
2022-09-18,2022-09-24,Electronic & Electric Devices,299670.0,746.0
2022-09-25,2022-10-01,Electronic & Electric Devices,326145.0,904.0
2022-10-02,2022-10-08,Electronic & Electric Devices,242854.0,802.0
2022-10-09,2022-10-15,Electronic & Electric Devices,219689.0,746.0
2022-10-16,2022-10-22,Electronic & Electric Devices,217108.0,683.0
2022-10-23,2022-10-29,Electronic & Electric Devices,263622.0,815.0
2022-10-30,2022-11-05,Electronic & Electric Devices,274610.0,864.0
2022-11-06,2022-11-12,Electronic & Electric Devices,263200.0,809.0
2022-11-13,2022-11-19,Electronic & Electric Devices,245519.0,765.0
2022-11-20,2022-11-26,Electronic & Electric Devices,233515.0,726.0
2022-11-27,2022-12-03,Electronic & Electric Devices,291619.0,932.0
2022-12-04,2022-12-10,Electronic & Electric Devices,237227.0,788.0
2022-12-11,2022-12-17,Electronic & Electric Devices,218766.0,766.0
2022-12-18,2022-12-24,Electronic & Electric Devices,212164.0,678.0
2022-12-25,2022-12-31,Electronic & Electric Devices,282478.0,872.0
2023-01-01,2023-01-07,Electronic & Electric Devices,234654.0,811.0
2023-01-08,2023-01-14,Electronic & Electric Devices,210012.0,753.0
2023-01-15,2023-01-21,Electronic & Electric Devices,194907.0,679.0
2023-01-22,2023-01-28,Electronic & Electric Devices,198439.0,687.0
2023-01-29,2023-02-04,Electronic & Electric Devices,251109.0,874.0
2023-02-05,2023-02-11,Electronic & Electric Devices,231123.0,820.0
2023-02-12,2023-02-18,Electronic & Electric Devices,226580.0,768.0
2023-02-19,2023-02-25,Electronic & Electric Devices,283836.0,749.0
2023-02-26,2023-03-04,Electronic & Electric Devices,294980.0,983.0
2023-03-05,2023-03-11,Electronic & Electric Devices,286340.0,929.0
2023-03-12,2023-03-18,Electronic & Electric Devices,259111.0,863.0
2023-03-19,2023-03-25,Electronic & Electric Devices,253754.0,857.0
2023-03-26,2023-04-01,Electronic & Electric Devices,256361.0,951.0
2023-04-02,2023-04-08,Electronic & Electric Devices,227727.0,922.0
2023-04-09,2023-04-15,Electronic & Electric Devices,224005.0,910.0
2023-04-16,2023-04-22,Electronic & Electric Devices,159807.0,805.0
2023-04-23,2023-04-29,Electronic & Electric Devices,176863.0,833.0
2023-04-30,2023-05-06,Electronic & Electric Devices,224103.0,976.0
2023-05-07,2023-05-13,Electronic & Electric Devices,213432.0,933.0
2023-05-14,2023-05-20,Electronic & Electric Devices,201680.0,848.0
2023-05-21,2023-05-27,Electronic & Electric Devices,285260.0,979.0
2023-05-28,2023-06-03,Electronic & Electric Devices,380901.0,1295.0
2023-06-04,2023-06-10,Electronic & Electric Devices,328054.0,1102.0
2023-06-11,2023-06-17,Electronic & Electric Devices,259225.0,1049.0
2023-06-18,2023-06-24,Electronic & Electric Devices,270478.0,1028.0
2023-06-25,2023-07-01,Electronic & Electric Devices,191451.0,1106.0
2023-07-02,2023-07-08,Electronic & Electric Devices,227664.0,1014.0
2023-07-09,2023-07-15,Electronic & Electric Devices,217586.0,1042.0
2023-07-16,2023-07-22,Electronic & Electric Devices,208532.0,940.0
2023-07-23,2023-07-29,Electronic & Electric Devices,235399.0,1129.0
2023-07-30,2023-08-05,Electronic & Electric Devices,246390.0,1174.0
2023-08-06,2023-08-12,Electronic & Electric Devices,223099.0,1106.0
2023-08-13,2023-08-19,Electronic & Electric Devices,219633.0,1058.0
2023-08-20,2023-08-26,Electronic & Electric Devices,220520.0,1097.0
2023-08-27,2023-09-02,Electronic & Electric Devices,258102.0,1340.0
2023-09-03,2023-09-09,Electronic & Electric Devices,221109.0,1194.0
2023-09-10,2023-09-16,Electronic & Electric Devices,222768.0,1195.0
2023-09-17,2023-09-23,Electronic & Electric Devices,273688.0,1153.0
2023-09-24,2023-09-30,Electronic & Electric Devices,314617.0,1488.0
2023-10-01,2023-10-07,Electronic & Electric Devices,233215.0,1253.0
2023-10-08,2023-10-14,Electronic & Electric Devices,208939.0,1075.0
2023-10-15,2023-10-21,Electronic & Electric Devices,192613.0,976.0
2023-10-22,2023-10-28,Electronic & Electric Devices,229414.0,1147.0
2023-10-29,2023-11-04,Electronic & Electric Devices,244948.0,1254.0
2023-11-05,2023-11-11,Electronic & Electric Devices,222359.0,1122.0
2023-11-12,2023-11-18,Electronic & Electric Devices,209532.0,991.0
2023-11-19,2023-11-25,Electronic & Electric Devices,216151.0,940.0
2023-11-26,2023-12-02,Electronic & Electric Devices,274008.0,1264.0
2023-12-03,2023-12-09,Electronic & Electric Devices,236652.0,1083.0
2023-12-10,2023-12-16,Electronic & Electric Devices,208252.0,1044.0
2023-12-17,2023-12-23,Electronic & Electric Devices,205493.0,942.0
2023-12-24,2023-12-30,Electronic & Electric Devices,256222.0,1154.0
2023-12-31,2024-01-06,Electronic & Electric Devices,240524.0,1125.0
2024-01-07,2024-01-13,Electronic & Electric Devices,199717.0,1028.0
2024-01-14,2024-01-20,Electronic & Electric Devices,188874.0,908.0
2024-01-21,2024-01-27,Electronic & Electric Devices,192603.0,952.0
2024-01-28,2024-02-03,Electronic & Electric Devices,248299.0,1178.0
2024-02-04,2024-02-10,Electronic & Electric Devices,217858.0,1027.0
2024-02-11,2024-02-17,Electronic & Electric Devices,222179.0,1045.0
2024-02-18,2024-02-24,Electronic & Electric Devices,290901.0,1036.0
2024-02-25,2024-03-02,Electronic & Electric Devices,306987.0,1349.0
2024-03-03,2024-03-09,Electronic & Electric Devices,279682.0,1283.0
2024-03-10,2024-03-16,Electronic & Electric Devices,224001.0,1171.0
2024-03-17,2024-03-23,Electronic & Electric Devices,213699.0,1060.0
2024-03-24,2024-03-30,Electronic & Electric Devices,213469.0,1170.0
2024-03-31,2024-04-06,Electronic & Electric Devices,241004.0,1398.0
2024-04-07,2024-04-13,Electronic & Electric Devices,118323.0,985.0
2024-04-14,2024-04-20,Electronic & Electric Devices,184271.0,970.0
2024-04-21,2024-04-27,Electronic & Electric Devices,200637.0,1038.0
2024-04-28,2024-05-04,Electronic & Electric Devices,251746.0,1302.0
2024-05-05,2024-05-11,Electronic & Electric Devices,226532.0,1196.0
2024-05-12,2024-05-18,Electronic & Electric Devices,219531.0,1103.0
2024-05-19,2024-05-25,Electronic & Electric Devices,240427.0,1071.0
2024-05-26,2024-06-01,Electronic & Electric Devices,313719.0,1407.0
2024-06-02,2024-06-08,Electronic & Electric Devices,286514.0,1289.0
2024-06-09,2024-06-15,Electronic & Electric Devices,236818.0,1328.0
2024-06-16,2024-06-22,Electronic & Electric Devices,117103.0,833.0
2024-06-23,2024-06-29,Electronic & Electric Devices,220385.0,1185.0
2024-06-30,2024-07-06,Electronic & Electric Devices,230511.0,1282.0
2024-07-07,2024-07-13,Electronic & Electric Devices,210624.0,1189.0
2024-07-14,2024-07-20,Electronic & Electric Devices,186905.0,1076.0
2024-07-21,2024-07-27,Electronic & Electric Devices,190947.0,1093.0
2024-07-28,2024-08-03,Electronic & Electric Devices,226737.0,1317.0
2024-08-04,2024-08-10,Electronic & Electric Devices,203411.0,1163.0
2024-08-11,2024-08-17,Electronic & Electric Devices,196900.0,1134.0
