date,sector__sales_hhi,sector__max_sales_share,sector__decline_breadth_100,sector__decline_breadth_90,sector__decline_breadth_80,sector__rebound_breadth_105,sector0__sales_r7_28,sector0__sales_ch7,sector0__invoices_r7_28,sector0__customers_r7_28,sector0__products_r7_28,sector0__sama_sector_value_ch7,sector0__sales_minus_sama_ch7,sector1__sales_r7_28,sector1__sales_ch7,sector1__invoices_r7_28,sector1__customers_r7_28,sector1__products_r7_28,sector1__sama_sector_value_ch7,sector1__sales_minus_sama_ch7,sector2__sales_r7_28,sector2__sales_ch7,sector2__invoices_r7_28,sector2__customers_r7_28,sector2__products_r7_28,sector2__sama_sector_value_ch7,sector2__sales_minus_sama_ch7,sector3__sales_r7_28,sector3__sales_ch7,sector3__invoices_r7_28,sector3__customers_r7_28,sector3__products_r7_28,sector3__sama_sector_value_ch7,sector3__sales_minus_sama_ch7,sector4__sales_r7_28,sector4__sales_ch7,sector4__invoices_r7_28,sector4__customers_r7_28,sector4__products_r7_28,sector4__sama_sector_value_ch7,sector4__sales_minus_sama_ch7,sector5__sales_r7_28,sector5__sales_ch7,sector5__invoices_r7_28,sector5__customers_r7_28,sector5__products_r7_28,sector5__sama_sector_value_ch7,sector5__sales_minus_sama_ch7,sector6__sales_r7_28,sector6__sales_ch7,sector6__invoices_r7_28,sector6__customers_r7_28,sector6__products_r7_28,sector6__sama_sector_value_ch7,sector6__sales_minus_sama_ch7,sector7__sales_r7_28,sector7__sales_ch7,sector7__invoices_r7_28,sector7__customers_r7_28,sector7__products_r7_28,sector7__sama_sector_value_ch7,sector7__sales_minus_sama_ch7,sector__sales_ch7__mean,sector__sales_ch7__std,sector__sales_ch7__min,sector__sales_ch7__max,sector__invoices_ch7__mean,sector__invoices_ch7__std,sector__invoices_ch7__min,sector__invoices_ch7__max,sector__customers_ch7__mean,sector__customers_ch7__std,sector__customers_ch7__min,sector__customers_ch7__max,sector__products_ch7__mean,sector__products_ch7__std,sector__products_ch7__min,sector__products_ch7__max,sector__sama_sector_value_ch7__mean,sector__sama_sector_value_ch7__std,sector__sama_sector_value_ch7__min,sector__sama_sector_value_ch7__max,sector__sama_sector_count_ch7__mean,sector__sama_sector_count_ch7__std,sector__sama_sector_count_ch7__min,sector__sama_sector_count_ch7__max,sector__sama_factor_ch7__mean,sector__sama_factor_ch7__std,sector__sama_factor_ch7__min,sector__sama_factor_ch7__max,sector__sales_minus_sama_ch7__mean,sector__sales_minus_sama_ch7__std,sector__sales_minus_sama_ch7__min,sector__sales_minus_sama_ch7__max,sector__sales_r7_28__mean,sector__sales_r7_28__std,sector__sales_r7_28__min,sector__sales_r7_28__max,sector__invoices_r7_28__mean,sector__invoices_r7_28__std,sector__invoices_r7_28__min,sector__invoices_r7_28__max,sector__customers_r7_28__mean,sector__customers_r7_28__std,sector__customers_r7_28__min,sector__customers_r7_28__max,sector__products_r7_28__mean,sector__products_r7_28__std,sector__products_r7_28__min,sector__products_r7_28__max
2023-01-01,0.29192792840397197,0.46086623515177066,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,0.25851879134326927,0.4131649554346707,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,0.3302909108118703,0.5222171542597974,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,0.2356794790214598,0.3814699052977575,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-05,0.26755978516631407,0.3830104490521725,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-06,0.2814687408140768,0.4365302065605933,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,0.24878878463958795,0.36092973923360516,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08,0.2737899625190928,0.4048158922563741,0.0,0.0,0.0,0.0,,-0.3323862100803726,,,,-0.10252816951821886,-0.22985804056215375,,-0.1786114968884157,,,,-0.12076401225717837,-0.057847484631237345,,-0.8011933800183736,,,,0.24929076346765733,-1.050484143486031,,-0.622679796245152,,,,-0.10501419110690635,-0.5176656051382457,,0.2480916075369075,,,,-0.11010577537415056,0.35819738291105807,,-0.18637348299719914,,,,-0.044200860692606314,-0.14217262230459282,,-0.32109696793757525,,,,-0.05777352357707588,-0.26332344436049937,,-0.27120977132443413,,,,-0.17224330983258584,-0.09896646149184829,-0.30818243724432687,0.29265056532449385,-0.8011933800183736,0.2480916075369075,-0.18756418563580246,0.0861305230887449,-0.2962962962962963,-0.06730769230769229,0.03284465749027604,0.2128781691426096,-0.29166666666666663,0.5,-0.09585392296677327,0.17282239125288135,-0.4545454545454546,0.125,-0.057917384861383106,0.12171533654247649,-0.17224330983258584,0.24929076346765733,-0.013477533634427052,0.0763132359236345,-0.08414074451810305,0.1707317073170731,-0.05862626973163826,0.015396641687914934,-0.08268603826360899,-0.03517124077555378,-0.2502650523829438,0.37984650019801575,-1.050484143486031,0.35819738291105807,,,,,,,,,,,,,,,,
2023-01-09,0.25419064690683246,0.4128705264571016,0.0,0.0,0.0,0.0,,-0.3507925017352663,,,,-0.10252816951821886,-0.24826433221704747,,-0.18989111548151216,,,,-0.12076401225717837,-0.0691271032243338,,-0.5769131118696307,,,,0.24929076346765733,-0.826203875337288,,-0.19708652017823258,,,,-0.10501419110690635,-0.09207232907132623,,-0.5070685206407285,,,,-0.11010577537415056,-0.39696274526657793,,-0.33101567015158295,,,,-0.044200860692606314,-0.28681480945897664,,-0.4013253878613662,,,,-0.05777352357707588,-0.3435518642842903,,-0.3969315863110864,,,,-0.17224330983258584,-0.22468827647850054,-0.3688780517786757,0.12625585287794813,-0.5769131118696307,-0.18989111548151216,-0.1681727286268395,0.21956376205048397,-0.34285714285714286,0.3999999999999999,-0.1961290107841832,0.09325032848256595,-0.31034482758620685,0.0,0.06500039957082139,0.291388961595776,-0.16393442622950816,0.8,-0.057917384861383106,0.12171533654247649,-0.17224330983258584,0.24929076346765733,-0.013477533634427052,0.0763132359236345,-0.08414074451810305,0.1707317073170731,-0.05862626973163826,0.015396641687914934,-0.08268603826360899,-0.03517124077555378,-0.3109606669172926,0.2214403030705494,-0.826203875337288,-0.0691271032243338,,,,,,,,,,,,,,,,
2023-01-10,0.259633026449625,0.3948288514428968,0.0,0.0,0.0,0.0,,0.05215620141605726,,,,-0.10252816951821886,0.15468437093427612,,-0.5102557918704669,,,,-0.12076401225717837,-0.3894917796132885,,-0.011262967007811375,,,,0.24929076346765733,-0.2605537304754687,,0.6961566131558048,,,,-0.10501419110690635,0.8011708042627111,,-0.3996798282863411,,,,-0.11010577537415056,-0.2895740529121905,,-0.3511213128171963,,,,-0.044200860692606314,-0.30692045212458996,,-0.5716981778073051,,,,-0.05777352357707588,-0.5139246542302293,,-0.4059247175924027,,,,-0.17224330983258584,-0.23368140775981683,-0.18770374760120767,0.3937995010718846,-0.5716981778073051,0.6961566131558048,-0.15907868694289642,0.1748922108690618,-0.43333333333333335,0.19999999999999996,-0.17887518771139463,0.20191450014253828,-0.5,0.25,-0.09118057907789552,0.056735472956390524,-0.14634146341463417,0.05084745762711873,-0.057917384861383106,0.12171533654247649,-0.17224330983258584,0.24929076346765733,-0.013477533634427052,0.0763132359236345,-0.08414074451810305,0.1707317073170731,-0.05862626973163826,0.015396641687914934,-0.08268603826360899,-0.03517124077555378,-0.12978636273982455,0.39487606474216386,-0.5139246542302293,0.8011708042627111,,,,,,,,,,,,,,,,
